0.05	0.07	0.29	11	1	22	0	0	32	32	0.188787	0.004598	0.084620	0.000068	0.029000	0.276820	0.193066	0.000068	0.001051	0.000068	0.084620	0.000068	0.000068	0.211271	0.495569	0.115473	0.074394	0.000068	0.078743	0.039548	0.029000	0.271593	0.142988	0.422556	0.093041	0.002507	0.078743	0.039548	0.000068	0.186684	0.270077	0.347262	0.197367	0.009023	0.085510	0.000073	0.024117	0.273627	0.190431	0.003056	0.000073	0.000073	0.085510	0.000073	0.000073	0.209011	0.492735	0.117976	0.075422	0.000073	0.072456	0.045526	0.028213	0.270274	0.148983	0.426449	0.089583	0.003053	0.072456	0.045526	0.000073	0.183485	0.279807	0.340584	0.206791	0.017697	0.088867	0.000082	0.011902	0.280376	0.176119	0.008882	0.000082	0.000082	0.088867	0.000082	0.000082	0.203639	0.482979	0.123133	0.073928	0.000082	0.064314	0.050057	0.025056	0.280376	0.136057	0.441540	0.082534	0.003851	0.064314	0.050057	0.000082	0.187224	0.271142	0.338417	
0.05	0.14	0.29	11	1	22	0	16	32	32	0.000929	0.000060	0.074784	0.000060	0.000060	0.186713	0.437963	0.102050	0.000060	0.014540	0.476927	0.019464	0.000060	0.000060	0.188422	0.005925	0.082226	0.002216	0.069590	0.034951	0.000060	0.164983	0.238682	0.306896	0.089424	0.089006	0.506091	0.000676	0.000060	0.000060	0.174190	0.011775	0.000065	0.000065	0.075946	0.000065	0.000065	0.185633	0.437623	0.104781	0.000065	0.015647	0.482027	0.014138	0.000065	0.001058	0.190724	0.005709	0.079563	0.002712	0.064352	0.040434	0.000065	0.162963	0.248511	0.302490	0.083070	0.094310	0.499638	0.002381	0.000065	0.000065	0.175039	0.008356	0.000073	0.000073	0.079077	0.000073	0.000073	0.181205	0.429773	0.109568	0.000073	0.008274	0.494193	0.016157	0.000073	0.000446	0.198039	0.007171	0.073442	0.003427	0.057229	0.044543	0.000073	0.166599	0.241272	0.301136	0.078969	0.079372	0.499138	0.005289	0.000073	0.000073	0.176669	0.012015	
0.05	0.21	0.29	11	1	22	0	32	32	32	0.000053	0.012804	0.419981	0.017140	0.000053	0.000053	0.165924	0.005217	0.022264	0.061141	0.519183	0.000053	0.000053	0.065323	0.082334	0.000053	0.078747	0.078379	0.445662	0.000595	0.000053	0.000053	0.153391	0.010369	0.000053	0.063681	0.453086	0.009735	0.001022	0.207874	0.153376	0.000053	0.000057	0.013711	0.422372	0.012388	0.000057	0.000927	0.167120	0.005002	0.022846	0.058662	0.524879	0.000637	0.000057	0.066656	0.079360	0.000057	0.072789	0.082639	0.437803	0.002086	0.000057	0.000057	0.153377	0.007322	0.000057	0.063830	0.451465	0.007052	0.001294	0.215114	0.146633	0.000057	0.000064	0.007237	0.432248	0.014132	0.000064	0.000390	0.173216	0.006272	0.017557	0.039982	0.526440	0.003974	0.000064	0.067999	0.074902	0.000064	0.069071	0.069423	0.436574	0.004626	0.000064	0.000064	0.154525	0.010509	0.000064	0.052980	0.452262	0.005283	0.000064	0.206626	0.138935	0.000064	
0.05	0.28	0.29	11	1	22	0	48	32	32	0.024193	0.066440	0.564176	0.000058	0.000058	0.070984	0.089469	0.000058	0.024193	0.007466	0.000058	0.012172	0.177569	0.290942	0.189576	0.000058	0.000058	0.069199	0.492351	0.010578	0.001110	0.225889	0.166668	0.000058	0.058975	0.001545	0.000058	0.012172	0.067152	0.353306	0.215866	0.071269	0.024698	0.063419	0.567444	0.000688	0.000062	0.072062	0.085796	0.000062	0.024698	0.008909	0.000062	0.007914	0.175799	0.295790	0.185344	0.000062	0.000062	0.069006	0.488077	0.007623	0.001398	0.232559	0.158524	0.000062	0.059113	0.002267	0.000061	0.007914	0.067737	0.358981	0.208186	0.068596	0.019296	0.043941	0.578567	0.004368	0.000070	0.074733	0.082318	0.000070	0.019296	0.005487	0.000070	0.013726	0.176641	0.295213	0.183159	0.000070	0.000070	0.058226	0.497043	0.005806	0.000070	0.227085	0.152692	0.000070	0.043009	0.000070	0.000070	0.013726	0.063405	0.345073	0.202342	0.081558	
0.05	0.34	0.29	11	1	22	0	64	32	32	0.035766	0.011037	0.000086	0.017995	0.262507	0.430112	0.280259	0.000086	0.000086	0.000086	0.079336	0.111033	0.242708	0.203049	0.161332	0.010549	0.087185	0.002284	0.000086	0.017995	0.099274	0.522307	0.319124	0.105360	0.080336	0.035685	0.179058	0.203907	0.171998	0.017872	0.000086	0.078257	0.036460	0.013151	0.000091	0.011682	0.259518	0.436652	0.273609	0.000091	0.000091	0.000091	0.077600	0.107384	0.257018	0.190584	0.154430	0.021946	0.087265	0.003346	0.000091	0.011682	0.099995	0.529935	0.307329	0.101263	0.080997	0.042399	0.171617	0.206365	0.177053	0.010944	0.002763	0.077784	0.028941	0.008230	0.000105	0.020588	0.264944	0.442789	0.274720	0.000105	0.000105	0.000105	0.078470	0.099982	0.262989	0.192256	0.168246	0.031480	0.064509	0.000105	0.000105	0.020587	0.095100	0.517574	0.303493	0.122328	0.062842	0.057834	0.170981	0.206583	0.181600	0.009503	0.010231	0.066346	
0.05	0.41	0.29	11	1	22	0	80	32	32	0.000103	0.000103	0.095542	0.133714	0.292286	0.244526	0.194287	0.012704	0.014881	0.000103	0.017406	0.000627	0.254276	0.210233	0.190492	0.289799	0.096746	0.042974	0.215634	0.245559	0.207131	0.021523	0.000103	0.094242	0.208827	0.041914	0.137497	0.111948	0.141563	0.070739	0.267332	0.465451	0.000109	0.000109	0.093500	0.129387	0.309680	0.229634	0.186072	0.026443	0.011398	0.000109	0.012370	0.004571	0.249463	0.197136	0.194394	0.304439	0.097593	0.051087	0.206780	0.248648	0.213330	0.013187	0.003329	0.093722	0.211734	0.048671	0.125650	0.123833	0.141558	0.067523	0.282254	0.452666	0.000123	0.000123	0.091307	0.116338	0.306011	0.223707	0.195769	0.036629	0.001012	0.000123	0.000123	0.001373	0.246639	0.157059	0.222068	0.325104	0.073123	0.067295	0.198952	0.240378	0.211307	0.011057	0.011905	0.077200	0.195146	0.056671	0.104643	0.125413	0.149485	0.064538	0.286317	0.468713	
0.05	0.48	0.29	11	1	22	0	96	32	32	0.015076	0.000104	0.017633	0.000636	0.257603	0.212985	0.192985	0.293591	0.020531	0.000104	0.000104	0.027239	0.425620	0.007649	0.093594	0.023138	0.211560	0.042463	0.139297	0.113413	0.143415	0.071665	0.270831	0.471542	0.095041	0.002249	0.000104	0.001172	0.006802	0.007687	0.299816	0.270860	0.011602	0.000111	0.012591	0.004653	0.253932	0.200667	0.197876	0.309893	0.018227	0.000111	0.000928	0.020280	0.406931	0.017269	0.091927	0.030692	0.215527	0.049543	0.127901	0.126052	0.144093	0.068733	0.287311	0.460775	0.102407	0.001882	0.000928	0.003809	0.002561	0.009985	0.310412	0.274317	0.001021	0.000124	0.000124	0.001385	0.248832	0.158456	0.224043	0.327995	0.003755	0.000124	0.001529	0.014564	0.383015	0.014003	0.074362	0.043030	0.196881	0.057175	0.105574	0.126528	0.150815	0.065111	0.288863	0.472881	0.089557	0.003561	0.004501	0.009520	0.002365	0.000124	0.302603	0.312636	
0.05	0.55	0.29	11	1	22	0	112	32	32	0.029157	0.000148	0.000148	0.038683	0.604439	0.010862	0.132916	0.032859	0.000148	0.000148	0.006949	0.039198	0.360020	0.014653	0.282873	0.000148	0.134971	0.003193	0.000148	0.001664	0.009659	0.010917	0.425779	0.384658	0.230588	0.005457	0.016084	0.023393	0.013006	0.004825	0.000691	0.010912	0.026400	0.000161	0.001344	0.029374	0.589417	0.025013	0.133151	0.044455	0.000161	0.005450	0.006041	0.055338	0.344992	0.010221	0.264850	0.000161	0.148331	0.002726	0.001344	0.005517	0.003710	0.014463	0.449614	0.397333	0.233297	0.010481	0.022042	0.025992	0.010420	0.006188	0.000161	0.012689	0.005526	0.000182	0.002250	0.021435	0.563710	0.020609	0.109444	0.063331	0.010326	0.001144	0.002250	0.045645	0.351501	0.000182	0.213024	0.000182	0.131807	0.005241	0.006624	0.014011	0.003481	0.000182	0.445363	0.460128	0.254943	0.009919	0.016777	0.028664	0.007125	0.000182	0.000182	0.015095	
0.05	0.62	0.29	11	1	22	0	128	32	32	0.000254	0.000254	0.011901	0.067129	0.616549	0.025095	0.484433	0.000254	0.002114	0.010015	0.039584	0.071217	0.213099	0.015790	0.093638	0.000254	0.394891	0.009346	0.027545	0.040061	0.022273	0.008263	0.001184	0.018688	0.395875	0.037170	0.004057	0.018037	0.028838	0.012800	0.001175	0.000254	0.000286	0.009646	0.010693	0.097949	0.610636	0.018092	0.468784	0.000286	0.000288	0.013211	0.027422	0.087564	0.216825	0.013407	0.100841	0.000286	0.412935	0.018552	0.039015	0.046005	0.018444	0.010953	0.000285	0.022459	0.387751	0.054035	0.003426	0.030733	0.036234	0.016013	0.000285	0.004654	0.018175	0.002014	0.003960	0.080342	0.618687	0.000321	0.374949	0.000321	0.000321	0.008548	0.029966	0.114794	0.246681	0.000321	0.104242	0.000321	0.448732	0.017460	0.029530	0.050452	0.012542	0.000321	0.000321	0.026569	0.416640	0.042940	0.024726	0.018794	0.031033	0.025717	0.000321	0.000321	
0.05	0.69	0.29	11	1	22	0	144	32	32	0.003162	0.014976	0.059197	0.106502	0.318681	0.023613	0.140032	0.000380	0.000380	0.000380	0.123875	0.268364	0.305827	0.034475	0.042882	0.000380	0.592014	0.055586	0.006068	0.026973	0.043126	0.019142	0.001758	0.000379	0.549890	0.054855	0.074971	0.082146	0.059906	0.036620	0.000380	0.004672	0.000424	0.019410	0.040289	0.128651	0.318565	0.019698	0.148159	0.000420	0.000420	0.000420	0.101467	0.312231	0.265835	0.038591	0.037355	0.000420	0.569695	0.079389	0.005033	0.045154	0.053236	0.023526	0.000419	0.006837	0.560495	0.065152	0.057393	0.116724	0.054303	0.040767	0.000420	0.002557	0.000425	0.011330	0.039718	0.152153	0.326962	0.000425	0.138167	0.000425	0.000425	0.000425	0.049969	0.294992	0.258948	0.058304	0.027633	0.000425	0.552234	0.056915	0.032774	0.024910	0.041133	0.034087	0.000425	0.000425	0.586029	0.076403	0.032800	0.125446	0.070500	0.067921	0.000425	0.000425	
