0.05	0.07	0.21	8	1	16	0	0	32	32	0.060849	0.004765	0.004765	0.004765	0.306809	0.004765	0.004765	0.004765	0.366868	0.013140	0.004765	0.021373	0.041095	0.233601	0.008395	0.004765	0.004765	0.500274	0.153033	0.004765	0.004765	0.004765	0.182889	0.004765	0.004765	0.006398	0.404984	0.009080	0.004765	0.051096	0.034030	0.146532	0.010718	0.004765	0.005475	0.462158	0.002946	0.002946	0.002946	0.002946	0.002946	0.002946	0.002946	0.002946	0.533246	0.002946	0.002946	0.002946	0.002946	0.002946	0.002946	0.002946	0.002946	0.533246	0.007664	0.002946	0.002946	0.002946	0.006633	0.005493	0.002946	0.002946	0.497893	0.018756	0.002946	0.002946	0.002946	0.011761	0.007969	0.002946	0.002946	0.427186	0.021430	0.002918	0.002918	0.002918	0.002918	0.002918	0.002918	0.002918	0.481482	0.002918	0.002918	0.002918	0.002918	0.002918	0.002918	0.002918	0.002918	0.528171	0.031070	0.002918	0.002918	0.002918	0.002918	0.002918	0.002918	0.002918	0.469810	0.002918	0.002918	0.002918	0.002918	0.006819	0.002918	0.002918	0.002918	0.516499	
0.05	0.14	0.21	8	1	16	0	16	32	32	0.013639	0.004945	0.022184	0.042654	0.242460	0.008713	0.004945	0.004945	0.519247	0.004945	0.007570	0.036771	0.045620	0.177684	0.014650	0.072226	0.036184	0.459904	0.009424	0.004945	0.053034	0.035320	0.152089	0.011125	0.004945	0.005683	0.479685	0.004945	0.012375	0.086110	0.030214	0.136114	0.021245	0.014064	0.004945	0.361000	0.003070	0.003070	0.003070	0.003070	0.003070	0.003070	0.003070	0.003070	0.555655	0.003070	0.003070	0.003070	0.003070	0.003070	0.003070	0.058985	0.003070	0.494257	0.019545	0.003070	0.003070	0.003070	0.012255	0.008304	0.003070	0.003070	0.445138	0.009654	0.003070	0.003070	0.003070	0.007125	0.003342	0.007684	0.003070	0.494256	0.002823	0.002823	0.002823	0.002823	0.002823	0.002823	0.002823	0.002823	0.511004	0.002823	0.002823	0.002823	0.002823	0.002823	0.002823	0.002823	0.002823	0.511004	0.002823	0.002823	0.002823	0.002823	0.006598	0.002823	0.002823	0.002823	0.499711	0.004789	0.002823	0.002823	0.002823	0.009585	0.002823	0.002823	0.002823	0.477125	
0.05	0.21	0.21	8	1	16	0	32	32	32	0.004950	0.007578	0.036809	0.045667	0.177868	0.014665	0.072301	0.036222	0.460382	0.004950	0.007578	0.007039	0.006878	0.048747	0.016678	0.086402	0.045056	0.579190	0.004950	0.012388	0.086200	0.030246	0.136255	0.021267	0.014079	0.004950	0.361375	0.004950	0.011785	0.013109	0.016730	0.089265	0.023636	0.015717	0.004950	0.480183	0.003108	0.003108	0.003108	0.003108	0.003108	0.003108	0.059714	0.003108	0.500363	0.003108	0.003108	0.003108	0.003108	0.003108	0.003108	0.077520	0.003108	0.475500	0.009773	0.003108	0.003108	0.003108	0.007213	0.003384	0.007779	0.003108	0.500363	0.003108	0.003108	0.003108	0.003108	0.006981	0.005175	0.011143	0.003108	0.512794	0.002823	0.002823	0.002823	0.002823	0.002823	0.002823	0.002823	0.002823	0.511009	0.002823	0.002823	0.002823	0.002823	0.002823	0.002823	0.002823	0.002823	0.511009	0.004789	0.002823	0.002823	0.002823	0.009586	0.002823	0.002823	0.002823	0.477130	0.004789	0.002823	0.002823	0.002823	0.002823	0.002823	0.002823	0.002823	0.499717	
0.05	0.28	0.21	8	1	16	0	48	32	32	0.004770	0.007302	0.006783	0.006628	0.046974	0.016071	0.083258	0.043417	0.558119	0.004770	0.012761	0.022395	0.004770	0.047275	0.043059	0.015701	0.006366	0.539038	0.004770	0.011356	0.012632	0.016122	0.086017	0.022776	0.015145	0.004770	0.462714	0.004770	0.012587	0.035857	0.023025	0.053508	0.060536	0.026800	0.004770	0.386390	0.003111	0.003111	0.003111	0.003111	0.003111	0.003111	0.077597	0.003111	0.475970	0.003111	0.003111	0.003111	0.003111	0.007809	0.003111	0.005685	0.003111	0.525745	0.003111	0.003111	0.003111	0.003111	0.006987	0.005180	0.011154	0.003111	0.513301	0.003111	0.003111	0.003111	0.003111	0.020064	0.008354	0.003111	0.003111	0.475970	0.002793	0.002793	0.002793	0.002793	0.002793	0.002793	0.002793	0.002793	0.505484	0.002793	0.002793	0.002793	0.002793	0.002793	0.002793	0.002793	0.002793	0.505484	0.004737	0.002793	0.002793	0.002793	0.002793	0.002793	0.002793	0.002793	0.494313	0.004893	0.002793	0.002793	0.002793	0.002793	0.002793	0.002793	0.002793	0.494313	
0.05	0.34	0.21	8	1	16	0	64	32	32	0.005461	0.014608	0.025636	0.005461	0.054117	0.049291	0.017974	0.007287	0.617050	0.022323	0.047244	0.038874	0.005461	0.053140	0.034208	0.021209	0.005461	0.529680	0.005461	0.014409	0.041047	0.026357	0.061253	0.069297	0.030678	0.005461	0.442310	0.021800	0.045930	0.061798	0.011314	0.040589	0.069446	0.069200	0.028761	0.311255	0.003317	0.003317	0.003317	0.003317	0.008327	0.003317	0.006062	0.003317	0.560609	0.013863	0.003317	0.003317	0.003317	0.025419	0.003317	0.003317	0.003317	0.467727	0.003317	0.003317	0.003317	0.003317	0.021394	0.008908	0.003317	0.003317	0.507533	0.003317	0.003317	0.003317	0.003317	0.031872	0.006581	0.004566	0.004992	0.454458	0.002808	0.002808	0.002808	0.002808	0.002808	0.002808	0.002808	0.002808	0.508262	0.002808	0.002808	0.002808	0.002808	0.002808	0.002808	0.002808	0.002808	0.508262	0.004920	0.002808	0.002808	0.002808	0.002808	0.002808	0.002808	0.002808	0.497030	0.004920	0.002808	0.002808	0.002808	0.004920	0.002808	0.002808	0.002808	0.485798	
0.05	0.41	0.21	8	1	16	0	80	32	32	0.027363	0.057909	0.047650	0.006693	0.065136	0.041931	0.025996	0.006693	0.649253	0.100291	0.040300	0.021546	0.018478	0.063113	0.010096	0.006693	0.006693	0.515386	0.026722	0.056298	0.075748	0.013868	0.049752	0.085123	0.084822	0.035253	0.381520	0.081954	0.035349	0.034766	0.026883	0.057066	0.053176	0.037923	0.037083	0.301200	0.015972	0.003822	0.003822	0.003822	0.029287	0.003822	0.003822	0.003822	0.538899	0.016368	0.003822	0.003822	0.003822	0.018872	0.023339	0.037509	0.003822	0.477748	0.003822	0.003822	0.003822	0.003822	0.036722	0.007582	0.005261	0.005752	0.523611	0.003822	0.003822	0.003822	0.003822	0.017321	0.018864	0.033067	0.006777	0.447172	0.002870	0.002870	0.002870	0.002870	0.002870	0.002870	0.002870	0.002870	0.519409	0.002870	0.002870	0.002870	0.002870	0.002870	0.002870	0.002870	0.002870	0.519409	0.005028	0.002870	0.002870	0.002870	0.005028	0.002870	0.002870	0.002870	0.496452	0.002870	0.002870	0.002870	0.002870	0.011901	0.006773	0.006590	0.002870	0.462016	
0.05	0.48	0.21	8	1	16	0	96	32	32	0.087754	0.035262	0.018853	0.016168	0.055224	0.008834	0.005857	0.005857	0.450960	0.077047	0.019279	0.010364	0.012333	0.025611	0.046526	0.041229	0.005857	0.427533	0.071709	0.030930	0.030420	0.023522	0.049932	0.046529	0.033182	0.032448	0.263548	0.043785	0.005857	0.005857	0.018034	0.031016	0.024011	0.007292	0.005857	0.708651	0.020111	0.004696	0.004696	0.004696	0.023189	0.028677	0.046088	0.004696	0.587015	0.004696	0.004696	0.004696	0.004696	0.008874	0.043312	0.089785	0.011170	0.511877	0.004696	0.004696	0.004696	0.004696	0.021283	0.023178	0.040630	0.008327	0.549446	0.004696	0.004696	0.004696	0.004696	0.005158	0.061827	0.092590	0.006488	0.248895	0.003312	0.003312	0.003312	0.003312	0.003312	0.003312	0.003312	0.003312	0.599520	0.003312	0.003312	0.003312	0.003312	0.045308	0.009376	0.005801	0.003312	0.506776	0.003312	0.003312	0.003312	0.003312	0.013737	0.007818	0.007607	0.003312	0.533275	0.003312	0.003312	0.003312	0.003312	0.090796	0.034241	0.017833	0.003312	0.294792	
0.05	0.55	0.21	8	1	16	0	112	32	32	0.053464	0.013378	0.007192	0.008558	0.017772	0.032285	0.028609	0.004064	0.296669	0.016960	0.008570	0.010556	0.011693	0.009767	0.029961	0.022278	0.004064	0.459228	0.030383	0.004064	0.004064	0.012514	0.021522	0.016662	0.005060	0.004064	0.491740	0.004064	0.004064	0.008218	0.009392	0.004064	0.005787	0.005060	0.004064	0.670554	0.005166	0.005166	0.005166	0.005166	0.009762	0.047646	0.098770	0.012288	0.563100	0.005166	0.005166	0.005166	0.005166	0.012181	0.023170	0.058300	0.012594	0.666421	0.005166	0.005166	0.005166	0.005166	0.005674	0.068014	0.101855	0.007137	0.273801	0.005166	0.005166	0.005166	0.005166	0.005674	0.043003	0.130318	0.013721	0.335793	0.004720	0.004720	0.004720	0.004720	0.064562	0.013361	0.008266	0.004720	0.722143	0.004720	0.004720	0.004720	0.004720	0.050321	0.035107	0.092069	0.006367	0.457829	0.004720	0.004720	0.004720	0.004720	0.129382	0.048792	0.025412	0.004720	0.420071	0.004720	0.004720	0.004720	0.004720	0.086786	0.078105	0.129569	0.029962	0.155757	
0.05	0.62	0.21	8	1	16	0	128	32	32	0.015171	0.007666	0.009442	0.010460	0.008737	0.026801	0.019929	0.003635	0.410796	0.008612	0.005744	0.013973	0.018646	0.010216	0.003635	0.003635	0.003635	0.468962	0.003635	0.003635	0.007351	0.008401	0.003635	0.005177	0.004527	0.003635	0.599835	0.003635	0.004605	0.022242	0.010537	0.004314	0.008194	0.004391	0.003635	0.498045	0.004772	0.004772	0.004772	0.004772	0.011251	0.021402	0.053850	0.011633	0.615561	0.004772	0.004772	0.004772	0.004772	0.004772	0.006878	0.046389	0.042367	0.596474	0.004772	0.004772	0.004772	0.004772	0.005241	0.039721	0.120372	0.012673	0.310165	0.004772	0.004772	0.004772	0.004772	0.004772	0.009009	0.144436	0.050377	0.348341	0.006760	0.006760	0.006760	0.006760	0.072073	0.050283	0.131869	0.009119	0.655741	0.006760	0.006760	0.006760	0.006760	0.006760	0.006760	0.241159	0.077581	0.439414	0.006760	0.006760	0.006760	0.006760	0.124302	0.111869	0.185579	0.042913	0.223088	0.006760	0.006760	0.006760	0.006760	0.006760	0.006760	0.351159	0.170734	0.141965	
0.05	0.69	0.21	8	1	16	0	144	32	32	0.008806	0.005874	0.014288	0.019066	0.010446	0.003717	0.003717	0.003717	0.479533	0.011370	0.005874	0.026803	0.012971	0.007177	0.003717	0.003717	0.006708	0.464664	0.003717	0.004709	0.022743	0.010775	0.004412	0.008379	0.004490	0.003717	0.509272	0.003717	0.004709	0.035516	0.007754	0.004412	0.005968	0.004446	0.003717	0.539011	0.005363	0.005363	0.005363	0.005363	0.005363	0.007730	0.052139	0.047618	0.670410	0.005363	0.005363	0.005363	0.005363	0.005363	0.005466	0.289740	0.087277	0.370066	0.005363	0.005363	0.005363	0.005363	0.005363	0.010126	0.162340	0.056622	0.391520	0.005363	0.005363	0.005363	0.005363	0.005363	0.005985	0.204639	0.103534	0.284255	0.007904	0.007904	0.007904	0.007904	0.007904	0.007904	0.281963	0.090708	0.513763	0.052927	0.007904	0.007904	0.007904	0.007904	0.007904	0.174779	0.204027	0.292450	0.007904	0.007904	0.007904	0.007904	0.007904	0.007904	0.410575	0.199622	0.165985	0.028684	0.007904	0.007904	0.007904	0.007904	0.010824	0.336070	0.367539	0.039521	
0.05	0.76	0.21	8	1	16	0	160	32	32	0.011021	0.005693	0.025980	0.012573	0.006956	0.003603	0.003603	0.006502	0.450385	0.003681	0.003603	0.017015	0.017932	0.003606	0.006150	0.003603	0.020963	0.464798	0.003603	0.004565	0.034425	0.007515	0.004276	0.005785	0.004309	0.003603	0.522447	0.003603	0.003603	0.021569	0.007984	0.003603	0.003923	0.008054	0.003603	0.551272	0.006581	0.006581	0.006581	0.006581	0.006581	0.006707	0.355513	0.107090	0.454074	0.006581	0.006581	0.006581	0.006581	0.006581	0.011000	0.338425	0.081287	0.427751	0.006581	0.006581	0.006581	0.006581	0.006581	0.007344	0.251093	0.127037	0.348783	0.006581	0.006581	0.006581	0.006581	0.006581	0.008755	0.298484	0.116608	0.217166	0.063422	0.009471	0.009471	0.009471	0.009471	0.009471	0.209436	0.244483	0.350439	0.207859	0.009471	0.009471	0.009471	0.009471	0.009471	0.264481	0.258904	0.085242	0.034372	0.009471	0.009471	0.009471	0.009471	0.012971	0.402709	0.440418	0.047358	0.111585	0.009471	0.009471	0.009471	0.009471	0.013035	0.261802	0.316244	0.198899	
0.05	0.83	0.21	8	1	16	0	176	32	32	0.003365	0.003293	0.015552	0.016390	0.003296	0.005621	0.003293	0.019160	0.424830	0.003363	0.003293	0.003293	0.010071	0.003296	0.008385	0.005210	0.009841	0.503868	0.003293	0.003293	0.019714	0.007297	0.003293	0.003586	0.007361	0.003293	0.503868	0.003293	0.003293	0.004199	0.004751	0.003293	0.004021	0.007077	0.003293	0.556560	0.007761	0.007761	0.007761	0.007761	0.007761	0.012974	0.399139	0.095870	0.504489	0.007761	0.007761	0.007761	0.007761	0.007761	0.021492	0.250936	0.124554	0.349262	0.007761	0.007761	0.007761	0.007761	0.007761	0.010325	0.352032	0.137528	0.256126	0.007761	0.007761	0.007761	0.007761	0.007761	0.012313	0.323253	0.104085	0.225081	0.213865	0.009745	0.009745	0.009745	0.009745	0.009745	0.272123	0.266384	0.087705	0.168966	0.009745	0.009745	0.009745	0.009745	0.009745	0.338255	0.404453	0.009745	0.114810	0.009745	0.009745	0.009745	0.009745	0.013411	0.269366	0.325381	0.204645	0.118820	0.009745	0.009745	0.009745	0.009745	0.009745	0.200802	0.212989	0.399544	
0.05	0.90	0.21	8	1	16	0	192	32	32	0.003015	0.002953	0.002953	0.009030	0.002955	0.007518	0.004671	0.008824	0.451776	0.002953	0.002953	0.002953	0.002953	0.002953	0.003343	0.004671	0.002953	0.522643	0.002953	0.002953	0.003765	0.004260	0.002953	0.003605	0.006345	0.002953	0.499021	0.002953	0.002953	0.002953	0.002953	0.002953	0.003343	0.004671	0.002953	0.522644	0.005991	0.005991	0.005991	0.005991	0.005991	0.016590	0.193697	0.096143	0.269595	0.005991	0.005991	0.005991	0.005991	0.010676	0.014567	0.090817	0.044993	0.605090	0.005991	0.005991	0.005991	0.005991	0.005991	0.009504	0.249518	0.080343	0.173739	0.005991	0.005991	0.005991	0.005991	0.014901	0.017123	0.084280	0.024181	0.629055	0.128749	0.007425	0.007425	0.007425	0.007425	0.007425	0.257743	0.308185	0.007425	0.105609	0.007425	0.007425	0.007425	0.014042	0.017665	0.096285	0.165205	0.363848	0.090539	0.007425	0.007425	0.007425	0.007425	0.007425	0.153007	0.162293	0.304444	0.051927	0.007425	0.007425	0.007425	0.019278	0.016143	0.054281	0.081654	0.690571	
0.10	0.07	0.21	8	1	16	16	0	32	32	0.139385	0.004340	0.004340	0.004340	0.166579	0.004340	0.004340	0.005827	0.368866	0.008270	0.004340	0.046539	0.030995	0.133463	0.009762	0.004340	0.004987	0.420941	0.081208	0.004340	0.004340	0.004340	0.032184	0.005288	0.004340	0.008889	0.559808	0.028401	0.004340	0.006977	0.008540	0.041355	0.008242	0.004340	0.009079	0.542450	0.008997	0.003459	0.003459	0.003459	0.007786	0.006448	0.003459	0.003459	0.584490	0.022019	0.003459	0.003459	0.003459	0.013806	0.009355	0.003459	0.003459	0.501485	0.017965	0.003459	0.003459	0.003459	0.011981	0.008963	0.003459	0.003459	0.529153	0.048036	0.003459	0.003459	0.003459	0.022197	0.018070	0.004179	0.003459	0.349310	0.032540	0.003056	0.003056	0.003056	0.003056	0.003056	0.003056	0.003056	0.492037	0.003056	0.003056	0.003056	0.003056	0.007142	0.003056	0.003056	0.003056	0.540935	0.005113	0.003056	0.003056	0.003056	0.007096	0.003056	0.007096	0.003056	0.516486	0.003056	0.003056	0.003056	0.003142	0.023749	0.006041	0.009826	0.003056	0.443139	
